"","Date","dxy","gold"
"1622",2015-09-08,95.879997253418,1120.40002441406
"1623",2015-09-09,96.0100021362305,1102.19995117188
"1624",2015-09-10,95.4599990844727,1109.5
"1625",2015-09-11,95.1900024414062,1103.5
"1626",2015-09-14,95.25,1107.69995117188
"1627",2015-09-15,95.6100006103516,1102.80004882812
"1628",2015-09-16,95.4199981689453,1119.19995117188
"1629",2015-09-17,94.5500030517578,1117.30004882812
"1630",2015-09-18,94.8600006103516,1138.09997558594
"1631",2015-09-21,95.8899993896484,1133.09997558594
"1632",2015-09-22,96.2799987792969,1125
"1633",2015-09-23,96.0699996948242,1131.59997558594
"1634",2015-09-24,95.9899978637695,1153.80004882812
"1635",2015-09-25,96.2699966430664,1146
"1636",2015-09-28,96.0299987792969,1132
"1637",2015-09-29,95.8899993896484,1127.09997558594
"1638",2015-09-30,96.3499984741211,1115.5
"1639",2015-10-01,96.1900024414062,1114.19995117188
"1640",2015-10-02,95.8300018310547,1137.09997558594
"1641",2015-10-05,96.1100006103516,1138.09997558594
"1642",2015-10-06,95.4599990844727,1146.80004882812
"1643",2015-10-07,95.5,1149
"1644",2015-10-08,95.3199996948242,1144.69995117188
"1645",2015-10-09,94.8099975585938,1156.30004882812
"1646",2015-10-12,94.8399963378906,1164.90002441406
"1647",2015-10-13,94.7600021362305,1165.80004882812
"1648",2015-10-14,93.9300003051758,1180.09997558594
"1649",2015-10-15,94.370002746582,1187.90002441406
"1650",2015-10-16,94.5400009155273,1183.59997558594
"1651",2015-10-19,94.9599990844727,1173.30004882812
"1652",2015-10-20,94.8499984741211,1178
"1653",2015-10-21,95.0500030517578,1167.59997558594
"1654",2015-10-22,96.3399963378906,1166.59997558594
"1655",2015-10-23,97.0699996948242,1163.30004882812
"1656",2015-10-26,96.8600006103516,1167
"1657",2015-10-27,96.9100036621094,1166.80004882812
"1658",2015-10-28,97.7799987792969,1177.09997558594
"1659",2015-10-29,97.2799987792969,1147.19995117188
"1660",2015-10-30,96.9499969482422,1141.5
"1661",2015-11-02,96.9300003051758,1135.80004882812
"1662",2015-11-03,97.1600036621094,1114.19995117188
"1663",2015-11-04,97.9499969482422,1106.5
"1664",2015-11-05,97.9400024414062,1104.40002441406
"1665",2015-11-06,99.1600036621094,1087.59997558594
"1666",2015-11-09,98.9800033569336,1087.90002441406
"1667",2015-11-10,99.2900009155273,1088.19995117188
"1668",2015-11-11,99.0100021362305,1084.69995117188
"1669",2015-11-12,98.6500015258789,1080.80004882812
"1670",2015-11-13,98.9899978637695,1080.80004882812
"1671",2015-11-16,99.4400024414062,1083.69995117188
"1672",2015-11-17,99.629997253418,1068.69995117188
"1673",2015-11-18,99.6500015258789,1068.80004882812
"1674",2015-11-19,98.9899978637695,1078
"1675",2015-11-20,99.5699996948242,1076.40002441406
"1676",2015-11-23,99.8000030517578,1066.80004882812
"1677",2015-11-24,99.5299987792969,1074.30004882812
"1678",2015-11-25,99.8000030517578,1070.5
"1679",2015-11-27,100.019996643066,1056.19995117188
"1680",2015-11-30,100.169998168945,1065.80004882812
"1681",2015-12-01,99.8000030517578,1063.80004882812
"1682",2015-12-02,99.9899978637695,1054.19995117188
"1683",2015-12-03,97.620002746582,1061.69995117188
"1684",2015-12-04,98.3499984741211,1084.5
"1685",2015-12-07,98.6600036621094,1076.40002441406
"1686",2015-12-08,98.4700012207031,1076.30004882812
"1687",2015-12-09,97.3499984741211,1077.59997558594
"1688",2015-12-10,97.9400024414062,1073.09997558594
